fecha_compra,genero,categoria,id_producto,id_cliente,cantidad,precio_unidad,total_venta,descuento,valor_pagado
2025-04-25,Mujer,Camisetas,44177,6684295274,5.0,120.04940984929549,600.2470492464774,0.14621614597350832,512.4812390736869
2025-02-13,Mujer,nan,8405,4700025638,,71.55819559781192,,0.030800396084848438,
2025-01-16,Hombre,Ropa interior,88454,7276448387,2.0,88.64126850591973,177.28253701183945,0.14772929962661416,151.0927119830511
2025-04-22,Hombre,nan,12302,6622713052,4.0,2894.306212178109,11577.224848712436,0.19067326771339552,9369.757555755714
2025-03-08,Mujer,Zapatos,48524,651667573,3.0,83.59416625532702,250.78249876598107,0.08116355111476209,230.4281006087006
2025-07-11,Mujer,Pantalones,63010,2273908067,,139.64970751411556,,0.1538103427107108,
2025-05-03,Hombre,Camisetas,17331,8906832266,1.0,3140.2279975302595,3140.2279975302595,1.0000507815464594,-0.15946563394979513
2024-10-17,Mujer,Camisetas,77552,2108836152,4.0,122.92218843256286,491.68875373025145,0.1396656924760483,423.0167034578307
2025-06-12,Mujer,Pantalones,8771,5274982583,3.0,115.12297728358462,345.3689318507538,0.8833127748706279,40.300142303559696
2025-04-01,Hombre,Pantalones,45073,6211921878,4.0,24.89202105059053,99.56808420236212,0.06815220973090899,92.78229924529793
2024-10-08,Hombre,Camisetas,44688,9229370260,1.0,4329.443918550665,4329.443918550665,0.06515946451984482,4047.3396711492055
2025-08-29,Mujer,Zapatos,18002,6278846795,5.0,127.35951939746263,636.7975969873132,0.009810761533353786,630.550127618258
2025-07-19,Hombre,Pantalones,13016,4854674213,4.0,27.00710728798448,108.02842915193791,0.008283146929311402,107.1336138007297
2025-05-03,Mujer,Ropa interior,56635,2073317028,3.0,62.27472909640409,186.82418728921226,0.16101852723885016,156.7420317993082
2024-10-31,Mujer,Camisetas,7630,4245437831,,4668.312577171084,,0.18775239768233298,
2025-04-24,Hombre,Camisetas,71144,1607841619,2.0,69.94379966725128,139.88759933450257,0.029750751791972063,135.72583808792695
2025-02-17,nan,Camisetas,12802,5105319651,1.0,32.302918071363585,32.302918071363585,0.17012185800037483,26.807485630229326
2025-04-21,Mujer,Pantalones,36288,6609032087,4.0,22.908198596492433,91.63279438596973,0.06935375053883051,85.27771642294924
2025-04-23,Mujer,Camisetas,25151,5505473698,,61.91002427561808,,0.18526445205585523,
2024-11-10,Hombre,Zapatos,8177,9142699214,5.0,99.9123540456399,499.5617702281995,0.0940312660645819,452.58734449617816
2025-03-17,Hombre,Camisetas,91387,4593083420,1.0,28.44344461685587,28.44344461685587,0.5764542508929228,12.047100057431882
2025-02-11,Mujer,Zapatos,56600,8086508338,3.0,116.06934074647428,348.20802223942286,0.01897803102934168,341.5997195886974
2024-11-18,Hombre,Camisetas,89461,6638095071,5.0,107.95314338822011,539.7657169411005,0.13143593120661634,468.8211073015401
2025-06-10,nan,Ropa interior,71924,981638857,5.0,144.8276660441992,724.138330220996,0.0683332107939657,674.6556330580142
2024-10-01,nan,Pantalones,30449,9554343195,2.0,50.299174040258315,100.59834808051663,0.17731611462972915,82.76063986071034
2025-08-01,Mujer,Ropa interior,61814,1343334093,4.0,40.325130793250196,161.30052317300078,0.0491125875683742,153.3786371038422
2024-12-16,Mujer,Zapatos,62089,9739123028,5.0,79.32546202776544,396.62731013882717,0.08167123315302703,364.23426861762107
2025-03-06,nan,Ropa interior,30569,3416962977,4.0,31.723352217691584,126.89340887076634,0.17069108301518027,105.23383548312715
2025-03-30,Mujer,Ropa interior,26948,6497590802,3.0,34.875491905613075,104.62647571683922,1.3191607012125175,-33.39265935518084
2025-07-09,Hombre,nan,74944,2892445126,3.0,4631.1334046839,13893.4002140517,0.08289804709653877,12741.66446877618
2024-12-09,Mujer,Pantalones,73963,5812673545,3.0,116.38445434165949,349.1533630249785,0.1435984303197164,299.01548815374144
2025-08-26,Hombre,Ropa interior,40429,8638637460,4.0,33.43759811409133,133.75039245636532,0.05190146093612669,126.80855168709967
2025-01-03,Mujer,Ropa interior,70059,9899388081,4.0,57.313800856289006,229.25520342515603,0.19952438548555662,183.5131998423855
2024-11-10,nan,nan,63077,3793560737,4.0,53.40017564245749,213.60070256982996,0.04257732140310566,204.50615680458515
2025-06-20,Hombre,Camisetas,92411,784847930,4.0,145.58522271862125,582.340890874485,0.19667390059751366,467.809636388769
2025-08-20,Mujer,Pantalones,35155,7816037643,4.0,85.25913748401348,341.0365499360539,0.08743476593291598,311.2180990178258
2025-02-14,Mujer,Zapatos,18905,6602746502,3.0,112.62632820109918,337.87898460329757,0.0027840849740911723,336.93830079920235
2025-08-14,Hombre,Camisetas,59682,1437216162,5.0,30.333118102805173,151.66559051402587,0.04681728262810843,144.56501969797176
2025-06-20,Mujer,Pantalones,60321,7636440268,5.0,10.534403866916893,52.67201933458446,0.17569423167580364,43.41784936678157
2025-03-07,Mujer,Pantalones,33350,7127116801,1.0,2006.6589576019599,2006.6589576019599,0.02172758582008323,1963.0591028890244
2025-07-16,Mujer,Pantalones,74515,6336908975,5.0,24.15450712400143,120.77253562000715,0.03994184682741795,115.94865750131395
2025-05-23,Hombre,Camisetas,57957,9660207186,5.0,2131.9674705732937,10659.837352866469,0.5669475599843495,4616.268575828797
2024-09-25,Hombre,Pantalones,18948,6529538498,1.0,12.78813513119153,12.78813513119153,0.11213482829413578,11.354139794053161
2025-02-18,Mujer,Zapatos,2619,9177365479,4.0,45.97878426335525,183.915137053421,0.19580134154815607,147.90430648734818
2025-08-12,Hombre,Ropa interior,31151,9889052893,4.0,65.90123401300443,263.6049360520177,0.028580002392959415,256.0711063488551
2025-04-27,Mujer,nan,60162,6584684391,2.0,22.607914203475662,45.215828406951324,0.007125063632632745,44.89366275234959
2025-08-09,Hombre,Zapatos,76850,5432222996,5.0,132.19536589807268,660.9768294903633,1.1495474868283948,-98.84742370208427
2025-04-11,Hombre,Zapatos,3095,8309116932,4.0,67.72236632163893,270.8894652865557,0.04765683876514126,257.979729716219
2025-08-11,Mujer,Pantalones,57423,3657249629,5.0,58.051509128855486,290.25754564427746,0.19062161030136054,234.92818489144466
2025-02-25,Mujer,Pantalones,9453,397224761,3.0,118.24738955348825,354.74216866046476,0.15410446064717698,300.074818090234
2025-03-10,Hombre,Ropa interior,81425,6016300563,4.0,3494.991473179264,13979.965892717057,0.12685846440292622,12206.488887161688
2024-12-19,Mujer,nan,66655,4994560867,5.0,81.32372205560189,406.61861027800944,0.17706470139413352,334.62080746783613
2025-03-15,Mujer,Pantalones,16048,5720732686,2.0,80.8519444931625,161.703888986325,0.6120009230283424,62.74095966942149
2024-12-07,Hombre,Ropa interior,49498,5196070850,1.0,64.85950576983244,64.85950576983244,0.1397565839886349,55.7949628042495
2025-03-18,Hombre,Zapatos,40823,1893415407,2.0,108.68376455438109,217.36752910876217,0.14623763767057793,185.5802151456062
2025-05-15,Mujer,Pantalones,83378,8990401673,5.0,108.06134468615598,540.3067234307799,0.013621475444596222,532.9469486650173
2025-01-23,Mujer,Ropa interior,37987,6705173296,4.0,117.47885081192547,469.9154032477019,0.1905785024681952,380.3596294100168
2024-12-19,Hombre,Camisetas,8686,7125632021,3.0,81.02901558552219,243.08704675656656,0.1936558895609588,196.0118084761773
2025-03-17,Mujer,nan,39849,9729129279,3.0,111.34966813715073,334.0490044114522,0.018478463714206007,327.8762920046685
2025-02-03,Mujer,Ropa interior,77881,6707753561,2.0,109.77912072650538,219.55824145301077,0.10130873870584536,197.3150729389328
2025-02-05,Hombre,Camisetas,91635,2197891790,4.0,4249.043296270407,16996.17318508163,0.028157132294813692,16517.60968820372
2025-02-20,Hombre,nan,50765,4860291418,5.0,91.59968417605661,457.99842088028305,0.027411481930574834,445.44400544209134
2024-09-20,Mujer,Ropa interior,78941,6161223440,2.0,103.41179169536595,206.8235833907319,0.09928735160482707,186.28861754644603
2025-04-22,Hombre,Pantalones,12966,3231888216,3.0,116.60660671372526,349.8198201411758,0.19526092789556387,281.51367746415053
2024-12-19,nan,Zapatos,9727,6017188601,,90.66835339116102,,0.08327083467923223,
2025-08-13,Hombre,Pantalones,69609,6161239092,5.0,53.189917668722295,265.9495883436115,0.17037454241164052,220.6385489250045
2025-01-18,Mujer,Camisetas,52790,9318999323,1.0,81.09202311553044,81.09202311553044,0.06731527001421074,75.63329168350988
2025-02-08,Mujer,Zapatos,31703,4010011283,2.0,95.35933842815854,190.71867685631707,0.07273615993393527,176.8465326741075
2025-07-15,nan,Camisetas,99983,3673758947,4.0,147.42256190511597,589.6902476204639,0.09327789299617593,534.6851838020337
2025-06-22,Mujer,Camisetas,79419,416785263,5.0,21.059314706009864,105.29657353004933,0.19694089673278434,84.55937191615185
2024-11-12,Hombre,Ropa interior,25748,5807512219,3.0,4171.254813174954,12513.76443952486,0.8752105450774386,1561.5858434376398
2024-11-10,Hombre,Pantalones,20855,5302549231,5.0,111.14338875999229,555.7169437999614,0.11536739006896889,491.605330376656
2024-12-31,Mujer,Ropa interior,6489,2483570497,4.0,30.253398500825924,121.0135940033037,0.15386796710055875,102.39347830248299
2025-07-20,Hombre,Ropa interior,20787,5268460742,4.0,99.90823501561955,399.6329400624782,0.0797346813797448,367.76833491774585
2025-06-06,Hombre,Ropa interior,82057,4010305745,4.0,42.56004139564567,170.24016558258268,0.18765646504643507,138.29349790043543
2025-05-23,Hombre,Pantalones,73150,1463862426,2.0,99.31688658146105,198.6337731629221,0.12088044095602157,174.6228350742297
2024-12-20,Mujer,Camisetas,55766,4698075774,3.0,4184.994141980349,12554.982425941047,0.08327052300326043,11509.522473036193
2025-07-11,Mujer,Camisetas,76077,8568334609,5.0,111.86791384752424,559.3395692376212,0.18318030052096404,456.8795788514072
2025-02-15,Mujer,Pantalones,33915,7375114303,,41.31255042869897,,0.0845696140462926,
2025-02-09,Hombre,Camisetas,23263,9317638646,3.0,70.73456185105424,212.2036855531627,0.0823238252917392,194.73426641742097
2024-11-03,Mujer,Pantalones,73724,9961533297,,138.86731241910704,,0.06051972507697676,
2024-12-30,Mujer,Pantalones,62011,1672605656,3.0,58.99031177625297,176.9709353287589,1.289780305678771,-51.28269173582579
2025-08-02,Mujer,Ropa interior,83032,6926856924,5.0,98.09068419494555,490.45342097472775,0.03708834978804481,472.2633129428739
2025-01-31,Hombre,Ropa interior,14859,5348814593,4.0,42.059467692339744,168.23787076935898,0.04936403525764055,159.93297058502998
2025-05-15,Mujer,Ropa interior,48434,846027979,2.0,37.27824726587033,74.55649453174065,0.08218109883223255,68.42935988604287
2024-12-10,Hombre,Pantalones,41737,5598049774,2.0,81.60102235378146,163.20204470756292,0.10545259415085653,145.99196572242636
2025-04-16,Mujer,Camisetas,90260,4347906635,5.0,30.802320744744488,154.01160372372243,0.17753640198815152,126.66893773418775
2025-01-23,Mujer,Pantalones,70325,162375258,5.0,3949.007036407159,19745.035182035794,0.061153361415954066,18537.55990937803
2025-02-26,Hombre,Zapatos,45353,3076580358,5.0,139.08535706313813,695.4267853156907,1.11959866341249,-83.17211402500119
2025-03-13,Mujer,Pantalones,70082,3603703678,5.0,114.54601501918226,572.7300750959113,0.7180308595778065,161.4922069687324
2025-03-07,Hombre,Zapatos,90458,5980119052,4.0,104.03313318703542,416.13253274814167,0.17006643856605574,345.36235493219266
2025-08-06,Mujer,Zapatos,81214,922538425,3.0,3884.8030559712493,11654.409167913747,0.04281522912212763,11155.422969106496
2025-06-24,Hombre,Pantalones,3083,2798469298,,20.34565941578991,,0.14708117452807692,
2025-01-21,Hombre,Zapatos,99457,2987564196,2.0,39.164441697109304,78.32888339421861,0.03925446567421338,75.25412492972079
2024-11-09,nan,Pantalones,43949,8979466871,3.0,2374.70820050938,7124.1246015281395,0.1786685756076406,5851.267406521757
2025-03-15,Mujer,Pantalones,65318,2397192710,3.0,32.49053372850232,97.47160118550696,0.1703979085966093,80.86264419593378
2025-07-21,Hombre,Zapatos,91792,7185024155,5.0,137.38860070026385,686.9430035013193,0.051757822328471106,651.3883295763117
2024-11-09,Hombre,Ropa interior,27388,980876087,1.0,140.48500604427974,140.48500604427974,0.01263812761036609,138.7095386105491
2025-02-27,Hombre,Zapatos,12828,3537583336,3.0,94.8150193358841,284.4450580076523,0.097533886540048,256.70202599305657
2024-10-20,Hombre,Pantalones,45730,1050035469,4.0,66.52556732433179,266.10226929732715,0.687510494737064,83.15416648206632
2025-05-23,Hombre,Zapatos,30165,5234514572,2.0,2038.6650244104794,4077.330048820959,0.18891640764821271,3307.0555032015914
2025-08-04,Mujer,Pantalones,98341,4131381627,2.0,34.833361714251794,69.66672342850359,0.18776905769920638,56.58546841734224
2024-09-15,Mujer,Zapatos,51515,417852439,1.0,4470.132053657778,4470.132053657778,1.4971418554682878,-2222.2897433436956
2025-03-18,Hombre,Pantalones,41357,7579738880,3.0,43.016773516548845,129.05032054964653,0.1581235228419813,108.64442924044948
2025-03-02,Hombre,Camisetas,24084,7660391841,3.0,61.27744217041084,183.83232651123254,0.00620911863229472,182.69088978747357
2025-05-04,Mujer,Camisetas,25538,7824944704,1.0,118.25787349726839,118.25787349726839,0.17413335294528898,97.66523347300922
2025-04-25,nan,nan,14426,2358202129,4.0,73.1694986430746,292.6779945722984,0.12925928708131826,254.84664564949318
2025-05-07,Hombre,Ropa interior,40678,8016932599,1.0,20.069348810095573,20.069348810095573,1.0849521164997329,-1.7049336581890147
2025-07-13,Mujer,Pantalones,62337,2949641902,1.0,101.10012894230918,101.10012894230918,0.034987920724510825,97.56284564563785
2025-04-18,Hombre,Pantalones,12754,2350711483,5.0,104.45299279685536,522.2649639842767,0.02186636074093984,510.8449298794426
2025-01-08,Mujer,Zapatos,35013,9337954329,5.0,105.65374880387783,528.2687440193891,0.14875887816431177,449.68407828979485
2025-07-28,nan,Zapatos,54811,574976672,4.0,145.66313513149169,582.6525405259667,0.6689510954136055,192.8864852956011
2024-12-01,Mujer,Ropa interior,5328,6932045851,1.0,146.09213871578896,146.09213871578896,0.034849112162202746,141.00095738766635
2025-09-02,Hombre,Pantalones,67391,360928827,1.0,2310.340153274386,2310.340153274386,1.4466267471170795,-1031.8597073909139
2024-11-10,Mujer,Ropa interior,92382,5394566165,4.0,14.720720745481044,58.882882981924176,0.0720057005639412,54.64297974158615
2024-11-11,Mujer,Camisetas,25333,1946594158,,4695.369761244803,,0.1787137836482886,
2025-07-21,nan,Pantalones,28918,5430762193,2.0,71.06976707195935,142.1395341439187,0.1483547875676574,121.05245375103185
2025-07-22,Mujer,Pantalones,69141,8473423487,4.0,4905.148564540997,19620.594258163987,0.05435060135139407,18554.203161361063
2024-09-20,Hombre,Pantalones,42291,1682272007,5.0,53.36925608725725,266.84628043628624,0.1018654816025076,239.66385556580613
2025-01-27,Hombre,Pantalones,80056,8609275572,3.0,66.66111540346766,199.983346210403,0.5605369822942978,87.8852848165079
2024-10-05,Hombre,Zapatos,20663,9537843463,1.0,4133.7627260658155,4133.7627260658155,0.03841255118099221,3974.9743537807344
2025-03-29,Mujer,Ropa interior,2798,8551595978,,4300.493522605091,,1.4979399956450443,
2025-01-22,Mujer,Camisetas,92783,4447942350,1.0,22.2212674623378,22.2212674623378,0.04226226596630363,21.28214634673611
2025-01-14,Mujer,Pantalones,63923,5065214435,2.0,4676.109481089232,9352.218962178464,0.18181340040521932,7651.860231330626
2025-08-27,Mujer,nan,34120,6824538486,5.0,46.63043800850503,233.15219004252515,0.07806592782057171,214.95094800345714
2025-03-22,Mujer,Ropa interior,71550,3636756641,,94.90039698874985,,0.15436700312980722,
2025-08-27,Mujer,Camisetas,9811,5045891344,4.0,38.99196845722177,155.9678738288871,0.12413061660253993,136.60748548032018
2024-12-01,nan,Ropa interior,41654,6788388921,5.0,4779.833935777968,23899.16967888984,0.08241584866576286,21929.499327397065
2025-05-31,Hombre,nan,44652,3362752421,5.0,132.66752777785226,663.3376388892613,0.09686276280439705,599.084922514302
2025-05-15,nan,Zapatos,24739,5476688212,2.0,30.170572769577635,60.34114553915527,0.059333267447872595,56.760908212769564
2025-03-01,Mujer,Ropa interior,93951,2859931134,3.0,84.59117714639196,253.77353143917588,0.1556821451476803,214.26552368302268
2025-04-24,Mujer,Zapatos,70024,5294376441,4.0,141.4307157474647,565.7228629898588,0.17854233613603576,464.7173814260829
2024-11-24,Mujer,Ropa interior,47480,2107866948,2.0,93.8422046266913,187.6844092533826,0.13640985055786747,162.08240703508704
2024-12-20,Hombre,Pantalones,96567,3376742712,2.0,72.08381327583308,144.16762655166616,0.09797392868399807,130.04295778935196
2025-05-03,Mujer,Pantalones,77794,9134304463,,31.391527016697324,,0.06553596995355308,
2025-02-16,Mujer,Zapatos,508,2750194269,1.0,90.00848540457014,90.00848540457014,0.17978852972952977,73.82599215050064
2024-10-04,Mujer,Ropa interior,33332,6355351782,2.0,145.38689265967048,290.77378531934096,0.10759166927547321,259.48894837528496
2025-03-03,Hombre,Zapatos,56206,2202555427,,79.60940911478455,,0.5379884428233151,
2025-03-02,Mujer,Pantalones,84665,1264649660,1.0,143.14486866316363,143.14486866316363,0.19198996830042026,115.66248986615503
2025-03-29,Hombre,Ropa interior,58823,327542977,1.0,80.35431380099159,80.35431380099159,0.6511464394912679,28.031888471711863
2025-07-21,Hombre,Pantalones,36781,7835019565,5.0,2336.701005950403,11683.505029752016,0.05261164773359537,11068.816578833013
2025-01-25,Mujer,Zapatos,92525,9427314077,2.0,84.3065241444958,168.6130482889916,0.09155710389524566,153.17532590870232
2025-05-09,Hombre,Zapatos,24553,7510045281,2.0,4708.025163421953,9416.050326843906,0.0017618073744177121,9399.461059940184
2025-07-30,Mujer,Zapatos,93910,5241378797,5.0,10.727476192672306,53.63738096336153,0.07972444267061535,49.36117065974606
2025-03-28,Hombre,Ropa interior,88659,426706052,4.0,90.50043971763182,362.0017588705273,0.19626583665170297,290.9531807964152
2024-10-18,Mujer,nan,87822,9288239541,1.0,3065.25690634936,3065.25690634936,0.10144267250208037,2754.309053863822
2025-08-24,Mujer,Ropa interior,78064,4984059549,1.0,127.20679302689351,127.20679302689351,0.08319617181226927,116.62367481854031
2025-06-18,Mujer,Zapatos,9683,5144853649,5.0,49.48899619090605,247.44498095453025,1.2194280788666845,-54.2963767960559
2025-03-07,Hombre,Zapatos,18482,4397465274,2.0,65.55451210020179,131.10902420040358,1.130476514401056,-17.10664848419236
2025-04-15,nan,Pantalones,43991,7332094079,3.0,2947.004615192132,8841.013845576395,0.02335063593738116,8634.570549950995
2025-02-24,Mujer,Pantalones,51984,533847643,3.0,80.98488880725826,242.9546664217748,0.08313197314467667,222.75736561742593
2025-03-29,nan,Zapatos,62742,4215721336,,130.01143558768138,,0.16629468853224535,
2024-10-10,Hombre,Ropa interior,97610,9260255124,3.0,19.743562180000232,59.2306865400007,0.06702154775882359,55.260954253272125
2025-04-03,Hombre,Camisetas,68715,403516754,3.0,72.35810790997448,217.07432372992344,0.06048252535534451,203.9451204409341
2024-11-05,Mujer,Zapatos,27822,3501257569,3.0,68.12647044000008,204.37941132000023,0.0946824706043345,185.0282637155631
2025-07-05,Hombre,Ropa interior,54214,1713141986,2.0,146.73748647957777,293.47497295915554,1.3885340011090368,-114.02500546918708
2024-10-14,Hombre,nan,25996,3359912571,3.0,3251.811591765242,9755.434775295726,0.06545756158751007,9116.86780267887
2024-10-21,Mujer,Ropa interior,58262,2894638808,5.0,32.1321309682902,160.660654841451,0.16736916495164358,133.7710152000531
2025-06-05,Hombre,Zapatos,99856,4033223796,1.0,4961.1686304279365,4961.1686304279365,0.021488545863383692,4854.560330777005
2024-11-04,Hombre,Ropa interior,80655,6548747521,,4323.351389229115,,0.05291449093782219,
2025-05-04,Hombre,Pantalones,40512,2505186422,1.0,102.87477058889458,102.87477058889458,0.19945848282461193,82.35552492630364
2025-09-03,Mujer,Camisetas,15471,1252460984,3.0,2282.871451999495,6848.614355998485,0.09240175001127116,6215.79040435191
2025-05-15,Mujer,Zapatos,38410,8172934255,5.0,92.14268002386895,460.7134001193447,0.19307726020355,371.76011908523975
2025-06-06,nan,Camisetas,37070,6447563081,3.0,117.40101369373716,352.2030410812115,0.02804242437041329,342.3264139386621
2024-10-17,Hombre,Ropa interior,16104,1779566583,4.0,41.465880767183094,165.86352306873238,0.06466072632810962,155.138667195769
2025-01-12,nan,Camisetas,12614,1387133353,2.0,4336.188909893086,8672.377819786172,0.8112216448868108,1637.1572197393393
2025-08-10,Mujer,Pantalones,95238,9414354412,5.0,106.63717231413598,533.1858615706799,0.025341619415082707,519.6740683892527
2024-12-06,Hombre,Pantalones,94756,8560592115,1.0,38.38602184039216,38.38602184039216,0.13635690923625973,33.15182254436072
2025-04-04,Mujer,Ropa interior,83009,679027753,,77.17742868964673,,0.007103108105608081,
2025-03-20,Mujer,Pantalones,90089,1285440009,2.0,61.62351123613038,123.24702247226077,0.03380695936379805,119.08041539183193
2025-02-10,Hombre,Zapatos,54837,6906125749,4.0,67.92894425689366,271.71577702757463,1.2256578209092783,-61.31479015071384
2024-11-26,Mujer,Camisetas,34022,473954267,5.0,124.83095057690728,624.1547528845364,1.3494223180850282,-218.09360059670266
2025-05-23,Mujer,Camisetas,11168,4723743639,,53.772602684143614,,1.0424734261587383,
2025-03-10,Hombre,Ropa interior,14985,536227585,2.0,32.51815204170121,65.03630408340241,0.07828795841763958,59.944744613684044
2025-07-30,Hombre,Ropa interior,95928,6778504496,5.0,98.91620930488978,494.5810465244489,0.1585243868903837,416.17788935655625
2025-08-17,Hombre,Pantalones,1355,899338895,4.0,4630.006137841478,18520.024551365914,0.129063184990749,16129.771196659762
2024-10-31,Hombre,Ropa interior,46967,481391480,5.0,138.6934069356252,693.4670346781261,0.09645087437064795,626.5815328362004
2024-10-26,nan,Pantalones,16287,6055450655,1.0,79.34468701459556,79.34468701459556,0.0008986064985630594,79.2733873632178
2025-07-11,Hombre,Pantalones,19774,5504915606,1.0,63.72636489982277,63.72636489982277,0.09214386670934452,57.85437122662245
2025-07-15,Mujer,Camisetas,68479,176877746,5.0,139.12610375193745,695.6305187596872,0.09899008607872306,626.769993828679
2025-03-08,Hombre,Pantalones,50548,7625327276,1.0,61.22674868945877,61.22674868945877,1.2477105505539983,-15.166511626497124
2025-02-28,nan,Pantalones,10240,2326410045,2.0,68.27427748779486,136.54855497558972,0.17881478769341327,112.13165410778727
2025-03-03,nan,Camisetas,3978,1454544414,4.0,124.52661497853354,498.1064599141342,0.1561523292478446,420.325975985144
2025-04-11,Hombre,Camisetas,22885,3734129840,3.0,45.15325004655139,135.45975013965418,0.049671572554672874,128.73125133235447
2025-07-31,Mujer,Zapatos,28632,5671995887,3.0,60.98485503936645,182.95456511809937,0.09645610631556241,165.3074801341505
2024-12-24,Hombre,Pantalones,84961,9286996979,1.0,81.51245416503282,81.51245416503282,0.16489697132206976,68.07129734818987
2024-12-06,Mujer,Zapatos,34814,31340909,2.0,126.66670356975456,253.33340713950912,0.028723877924081487,246.05668927874223
2025-01-06,Hombre,Ropa interior,47730,8208187611,1.0,73.7453225238305,73.7453225238305,0.18245784715329746,60.2899097385068
2025-04-19,Mujer,Camisetas,75722,3739202529,5.0,13.712560881520382,68.5628044076019,0.05691032618060979,64.66087284490793
2024-09-15,Mujer,Pantalones,17778,720362498,1.0,144.34719965338866,144.34719965338866,0.15068686294710507,122.59597296242006
2024-09-07,Mujer,Camisetas,77151,5951810612,4.0,4911.1097094784645,19644.438837913858,0.16917684213582074,16321.05470978532
2024-11-01,Mujer,Pantalones,31417,4708854674,5.0,80.80720692395631,404.03603461978156,0.6898912376100331,125.29511465689026
2025-02-09,Mujer,Zapatos,49439,8146306305,1.0,95.89248101518264,95.89248101518264,0.11999183981707616,84.38616579354682
2025-01-22,Mujer,Zapatos,11581,5701674956,,126.91388988688462,,1.1161613300194257,
2025-01-10,Hombre,Pantalones,72771,123459358,5.0,116.52372057337894,582.6186028668947,0.15672850362779783,491.30566105384804
2024-11-30,nan,Ropa interior,7258,6419927112,4.0,134.90632412318826,539.625296492753,0.05291955597862206,511.06856540752426
2025-03-17,Mujer,Zapatos,47475,9220945011,3.0,22.378121769830752,67.13436530949225,0.17355837258295262,55.48263412198735
2025-08-13,Hombre,nan,8400,9591003186,4.0,119.0231605059681,476.0926420238724,0.01568935276755401,468.623056613123
2025-03-01,Mujer,Zapatos,54365,4339635075,3.0,119.50271692497782,358.5081507749335,0.02271611322855116,350.3642390285716
2025-01-21,Mujer,Ropa interior,24668,7185260947,2.0,110.76596100009792,221.53192200019583,0.19185687953753944,179.02949872728468
2024-09-18,Mujer,Pantalones,13382,3440112465,4.0,3963.2296875207358,15852.918750082943,0.004997488852210297,15773.693965354409
2025-02-10,Hombre,Ropa interior,65104,6932311715,4.0,35.245668983937136,140.98267593574855,0.03158657975556498,136.52951539815106
2024-09-15,Mujer,Ropa interior,19788,144351228,,119.60402569311518,,0.02463874539210629,
2025-08-26,Mujer,Zapatos,2501,2622409898,5.0,100.47180689943367,502.35903449716835,0.020727096000717517,491.9465905623178
2024-10-08,Hombre,Zapatos,13342,1428777529,2.0,111.34763097899526,222.6952619579905,0.1918237578644807,179.97701995059384
